Name,Email,Financial Status,Paid at,Fulfillment Status,Fulfilled at,Accepts Marketing,Currency,Subtotal,Shipping,Taxes,Total,Discount Code,Discount Amount,Shipping Method,Created at,Lineitem quantity,Lineitem name,Lineitem price,Lineitem compare at price,Lineitem sku,Lineitem requires shipping,Lineitem taxable,Lineitem fulfillment status,Billing Name,Billing Street,Billing Address1,Billing Address2,Billing Company,Billing City,Billing Zip,Billing Province,Billing Country,Billing Phone,Shipping Name,Shipping Street,Shipping Address1,Shipping Address2,Shipping Company,Shipping City,Shipping Zip,Shipping Province,Shipping Country,Shipping Phone,Notes,Note Attributes,Cancelled at,Payment Method,Payment Reference,Refunded Amount,Vendor,Outstanding Balance,Employee,Location,Device ID,Id,Tags,Risk Level,Source,Lineitem discount,Tax 1 Name,Tax 1 Value,Tax 2 Name,Tax 2 Value,Tax 3 Name,Tax 3 Value,Tax 4 Name,Tax 4 Value,Tax 5 Name,Tax 5 Value,Phone,Receipt Number,Duties,Billing Province Name,Shipping Province Name,Payment ID,Payment Terms Name,Next Payment Due At,Payment References
AI-2011,freja.taylor11@example-mail.com,paid,,fulfilled,2026-06-02 18:07:00 +0200,no,EUR,6.99,0.00,0.00,6.99,,0.00,,2026-06-02 18:07:00 +0200,1,Éxito sin compañía,6.99,,,false,true,fulfilled,Freja Taylor,Fictional Ave 136,Fictional Ave 136,,,Austin,33953,TX,US,,,,,,,,,,,,,,,,,0.00,Anclora Insights,0.00,,,,13400000000011,,Low,web,0.00,,,,,,,,,,,,,,Texas,,,,,
AI-2012,hans.papadopoulos12@example-mail.com,paid,,fulfilled,2026-06-02 21:06:00 +0200,no,EUR,38.97,0.00,0.00,38.97,,0.00,,2026-06-02 21:06:00 +0200,3,Fiscalidad para creadores digitales,12.99,,,false,true,fulfilled,Hans Papadopoulos,Demo Lane 41,Demo Lane 41,,,Newcastle,60470,NSW,AU,,,,,,,,,,,,,,,,,0.00,Anclora Insights,0.00,,,,13400000000012,,Low,web,0.00,,,,,,,,,,,,,,New South Wales,,,,,
AI-2013,giulia.brown13@example-mail.com,paid,,fulfilled,2026-06-03 00:07:00 +0200,no,EUR,4.99,0.00,0.00,4.99,,0.00,,2026-06-03 00:07:00 +0200,1,Guía práctica del ebook,4.99,,,false,true,fulfilled,Giulia Brown,Rue Fictive 139,Rue Fictive 139,,,Mumbai,70514,,IN,,,,,,,,,,,,,,,,,0.00,Anclora Insights,0.00,,,,13400000000013,,Low,web,0.00,,,,,,,,,,,,,,Maharashtra,,,,,
AI-2014,louise.bernard14@example-mail.com,paid,,fulfilled,2026-06-03 03:34:00 +0200,yes,EUR,29.97,0.00,0.00,29.97,,0.00,,2026-06-03 03:34:00 +0200,3,El arte de vender online,9.99,,,false,true,fulfilled,Louise Bernard,Strasse Beispiel 146,Strasse Beispiel 146,,,Basel,11322,,CH,,,,,,,,,,,,,,,,,0.00,Anclora Insights,0.00,,,,13400000000014,,Low,web,0.00,,,,,,,,,,,,,,Zürich,,,,,
AI-2015,valentina.de-jong15@example-mail.com,paid,,fulfilled,2026-06-03 06:48:00 +0200,yes,EUR,8.49,0.00,0.34,8.83,,0.00,,2026-06-03 06:48:00 +0200,1,Marca personal en 30 días,8.49,,,false,true,fulfilled,Valentina de Jong,Via Esempio 136,Via Esempio 136,,,Nürnberg,80507,,DE,,,,,,,,,,,,,,,,,0.00,Anclora Insights,0.00,,,,13400000000015,,Low,web,0.00,ES IVA 4 %,0.34,,,,,,,,,,,,Bayern,,,,,
AI-2016,oliver.brown16@example-mail.com,paid,,fulfilled,2026-06-03 09:37:00 +0200,yes,EUR,19.98,0.00,0.00,19.98,,0.00,,2026-06-03 09:37:00 +0200,2,El arte de vender online,9.99,,,false,true,fulfilled,Oliver Brown,Fictional Ave 133,Fictional Ave 133,,,Campinas,60177,SP,BR,,,,,,,,,,,,,,,,,0.00,Anclora Insights,0.00,,,,13400000000016,,Low,web,0.00,,,,,,,,,,,,,,São Paulo,,,,,
AI-2017,laura.müller17@example-mail.com,refunded,2026-06-03 12:15:00 +0200,fulfilled,2026-06-03 12:15:00 +0200,no,EUR,4.99,0.00,0.00,4.99,,0.00,,2026-06-03 12:15:00 +0200,1,Guía práctica del ebook,4.99,,,false,true,fulfilled,Laura Müller,Calle Ejemplo 59,Calle Ejemplo 59,,,New York,9834,NY,US,,,,,,,,,,,,,,,Shopify Payments,seedRef0017AncloraDemo,4.99,Anclora Insights,0.00,,,,13400000000017,,Low,web,0.00,,,,,,,,,,,,,,New York,,seedRef0017AncloraDemo,,,seedRef0017AncloraDemo
AI-2018,femke.nkosi18@example-mail.com,paid,,fulfilled,2026-06-03 15:51:00 +0200,no,EUR,8.49,0.00,0.00,8.49,,0.00,,2026-06-03 15:51:00 +0200,1,Marca personal en 30 días,8.49,,,false,true,fulfilled,Femke Nkosi,Rue Fictive 186,Rue Fictive 186,,,Guadalajara,75847,,MX,,,,,,,,,,,,,,,,,0.00,Anclora Insights,0.00,,,,13400000000018,,Low,web,0.00,,,,,,,,,,,,,,Ciudad de México,,,,,
AI-2019,marie.lópez19@example-mail.com,paid,,fulfilled,2026-06-03 18:41:00 +0200,yes,EUR,6.99,0.00,0.28,7.27,,0.00,,2026-06-03 18:41:00 +0200,1,Éxito sin compañía,6.99,,,false,true,fulfilled,Marie López,Example Street 109,Example Street 109,,,Lisboa,54883,,PT,,,,,,,,,,,,,,,,,0.00,Anclora Insights,0.00,,,,13400000000019,,Low,web,0.00,ES IVA 4 %,0.28,,,,,,,,,,,,Lisboa,,,,,
AI-2020,lena.smith20@example-mail.com,paid,,fulfilled,2026-06-03 21:11:00 +0200,no,EUR,10.99,0.00,0.44,11.43,,0.00,,2026-06-03 21:11:00 +0200,1,El manual del emprendedor digital,10.99,,,false,true,fulfilled,Lena Smith,Avenida Demo 64,Avenida Demo 64,,,Sabadell,26112,B,ES,,,,,,,,,,,,,,,,,0.00,Anclora Insights,0.00,,,,13400000000020,,Low,web,0.00,ES IVA 4 %,0.44,,,,,,,,,,,,Barcelona,,,,,
AI-2021,elena.costa21@example-mail.com,paid,,fulfilled,2026-06-04 00:59:00 +0200,yes,EUR,6.99,0.00,0.28,7.27,,0.00,,2026-06-04 00:59:00 +0200,1,Éxito sin compañía,6.99,,,false,true,fulfilled,Elena Costa,Avenida Demo 13,Avenida Demo 13,,,Helsinki,86477,,FI,,,,,,,,,,,,,,,,,0.00,Anclora Insights,0.00,,,,13400000000021,,Low,web,0.00,ES IVA 4 %,0.28,,,,,,,,,,,,Uusimaa,,,,,
AI-2022,linda.suzuki22@example-mail.com,paid,,fulfilled,2026-06-04 03:50:00 +0200,no,EUR,22.98,0.00,0.92,23.90,,0.00,,2026-06-04 03:50:00 +0200,2,Automatiza tu negocio,11.49,,,false,true,fulfilled,Linda Suzuki,Strasse Beispiel 103,Strasse Beispiel 103,,,Latina,8685,,IT,,,,,,,,,,,,,,,,,0.00,Anclora Insights,0.00,,,,13400000000022,,Low,web,0.00,ES IVA 4 %,0.92,,,,,,,,,,,,Lazio,,,,,
AI-2023,thandiwe.dlamini23@example-mail.com,paid,,fulfilled,2026-06-04 06:34:00 +0200,yes,EUR,6.99,0.00,0.28,7.27,,0.00,,2026-06-04 06:34:00 +0200,1,Éxito sin compañía,6.99,,,false,true,fulfilled,Thandiwe Dlamini,Fictional Ave 40,Fictional Ave 40,,,Graz,25890,,AT,,,,,,,,,,,,,,,,,0.00,Anclora Insights,0.00,,,,13400000000023,,Low,web,0.00,ES IVA 4 %,0.28,,,,,,,,,,,,Wien,,,,,
AI-2024,diego.bernard24@example-mail.com,refunded,2026-06-04 09:04:00 +0200,fulfilled,2026-06-04 09:04:00 +0200,yes,EUR,25.98,0.00,0.00,25.98,,0.00,,2026-06-04 09:04:00 +0200,2,Fiscalidad para creadores digitales,12.99,,,false,true,fulfilled,Diego Bernard,Fictional Ave 129,Fictional Ave 129,,,Rosario,70615,,AR,,,,,,,,,,,,,,,Shopify Payments,seedRef0024AncloraDemo,25.98,Anclora Insights,0.00,,,,13400000000024,,Low,web,0.00,,,,,,,,,,,,,,Buenos Aires,,seedRef0024AncloraDemo,,,seedRef0024AncloraDemo
AI-2025,camila.nowak25@example-mail.com,paid,,fulfilled,2026-06-04 12:13:00 +0200,no,EUR,4.99,0.00,0.20,5.19,,0.00,,2026-06-04 12:13:00 +0200,1,Guía práctica del ebook,4.99,,,false,true,fulfilled,Camila Nowak,Calle Ejemplo 159,Calle Ejemplo 159,,,Dublin,11745,,IE,,,,,,,,,,,,,,,,,0.00,Anclora Insights,0.00,,,,13400000000025,,Low,web,0.00,ES IVA 4 %,0.20,,,,,,,,,,,,Leinster,,,,,
AI-2026,oliver.silva26@example-mail.com,refunded,2026-06-04 15:39:00 +0200,fulfilled,2026-06-04 15:39:00 +0200,yes,EUR,9.99,0.00,0.40,10.39,,0.00,,2026-06-04 15:39:00 +0200,1,El arte de vender online,9.99,,,false,true,fulfilled,Oliver Silva,Via Esempio 118,Via Esempio 118,,,Haarlem,42441,,NL,,,,,,,,,,,,,,,Shopify Payments,seedRef0026AncloraDemo,10.39,Anclora Insights,0.00,,,,13400000000026,,Low,web,0.00,ES IVA 4 %,0.40,,,,,,,,,,,,Noord-Holland,,seedRef0026AncloraDemo,,,seedRef0026AncloraDemo
AI-2027,liam.murphy27@example-mail.com,paid,,fulfilled,2026-06-04 18:28:00 +0200,no,EUR,4.99,0.00,0.20,5.19,,0.00,,2026-06-04 18:28:00 +0200,1,Guía práctica del ebook,4.99,,,false,true,fulfilled,Liam Murphy,Rue Fictive 90,Rue Fictive 90,,,Madrid,10016,M,ES,,,,,,,,,,,,,,,,,0.00,Anclora Insights,0.00,,,,13400000000027,,Low,web,0.00,ES IVA 4 %,0.20,,,,,,,,,,,,Madrid,,,,,
AI-2028,priya.dlamini28@example-mail.com,paid,,fulfilled,2026-06-04 21:56:00 +0200,yes,EUR,12.99,0.00,0.00,12.99,,0.00,,2026-06-04 21:56:00 +0200,1,Fiscalidad para creadores digitales,12.99,,,false,true,fulfilled,Priya Dlamini,Via Esempio 170,Via Esempio 170,,,Austin,14577,TX,US,,,,,,,,,,,,,,,,,0.00,Anclora Insights,0.00,,,,13400000000028,,Low,web,0.00,,,,,,,,,,,,,,Texas,,,,,
AI-2029,wojciech.papadopoulos29@example-mail.com,paid,,fulfilled,2026-06-05 00:16:00 +0200,yes,EUR,14.99,0.00,0.00,14.99,,0.00,,2026-06-05 00:16:00 +0200,1,Ecommerce sin fronteras,14.99,,,false,true,fulfilled,Wojciech Papadopoulos,Strasse Beispiel 184,Strasse Beispiel 184,,,Buenos Aires,45942,,AR,,,,,,,,,,,,,,,,,0.00,Anclora Insights,0.00,,,,13400000000029,,Low,web,0.00,,,,,,,,,,,,,,Buenos Aires,,,,,
AI-2030,wojciech.dupont30@example-mail.com,paid,,fulfilled,2026-06-05 03:28:00 +0200,no,EUR,14.99,0.00,0.60,15.59,,0.00,,2026-06-05 03:28:00 +0200,1,Ecommerce sin fronteras,14.99,,,false,true,fulfilled,Wojciech Dupont,Calle Ejemplo 86,Calle Ejemplo 86,,,Alcalá de Henares,18146,M,ES,,,,,,,,,,,,,,,,,0.00,Anclora Insights,0.00,,,,13400000000030,,Low,web,0.00,ES IVA 4 %,0.60,,,,,,,,,,,,Madrid,,,,,
AI-2031,hans.müller31@example-mail.com,paid,,fulfilled,2026-06-05 06:02:00 +0200,no,EUR,12.99,0.00,0.00,12.99,,0.00,,2026-06-05 06:02:00 +0200,1,Fiscalidad para creadores digitales,12.99,,,false,true,fulfilled,Hans Müller,Rue Fictive 140,Rue Fictive 140,,,Los Angeles,5722,CA,US,,,,,,,,,,,,,,,,,0.00,Anclora Insights,0.00,,,,13400000000031,,Low,web,0.00,,,,,,,,,,,,,,California,,,,,
AI-2032,nikos.nilsson32@example-mail.com,paid,,fulfilled,2026-06-05 09:47:00 +0200,yes,EUR,11.49,0.00,0.46,11.95,,0.00,,2026-06-05 09:47:00 +0200,1,Automatiza tu negocio,11.49,,,false,true,fulfilled,Nikos Nilsson,Strasse Beispiel 171,Strasse Beispiel 171,,,Stockholm,14473,,SE,,,,,,,,,,,,,,,,,0.00,Anclora Insights,0.00,,,,13400000000032,,Low,web,0.00,ES IVA 4 %,0.46,,,,,,,,,,,,Stockholm,,,,,
AI-2033,marco.jansen33@example-mail.com,paid,,fulfilled,2026-06-05 12:26:00 +0200,yes,EUR,4.99,0.00,0.00,4.99,,0.00,,2026-06-05 12:26:00 +0200,1,Guía práctica del ebook,4.99,,,false,true,fulfilled,Marco Jansen,Demo Lane 7,Demo Lane 7,,,Oslo,24509,,NO,,,,,,,,,,,,,,,,,0.00,Anclora Insights,0.00,,,,13400000000033,,Low,web,0.00,,,,,,,,,,,,,,Oslo,,,,,
AI-2034,thandiwe.rossi34@example-mail.com,paid,,fulfilled,2026-06-05 15:52:00 +0200,yes,EUR,10.99,0.00,0.44,11.43,,0.00,,2026-06-05 15:52:00 +0200,1,El manual del emprendedor digital,10.99,,,false,true,fulfilled,Thandiwe Rossi,Demo Lane 10,Demo Lane 10,,,Bruxelles,62694,,BE,,,,,,,,,,,,,,,,,0.00,Anclora Insights,0.00,,,,13400000000034,,Low,web,0.00,ES IVA 4 %,0.44,,,,,,,,,,,,Bruxelles,,,,,
AI-2035,priya.andersson35@example-mail.com,paid,,fulfilled,2026-06-05 18:32:00 +0200,no,EUR,14.99,0.00,0.60,15.59,,0.00,,2026-06-05 18:32:00 +0200,1,Ecommerce sin fronteras,14.99,,,false,true,fulfilled,Priya Andersson,Demo Lane 85,Demo Lane 85,,,Amsterdam,37517,,NL,,,,,,,,,,,,,,,,,0.00,Anclora Insights,0.00,,,,13400000000035,,Low,web,0.00,ES IVA 4 %,0.60,,,,,,,,,,,,Noord-Holland,,,,,
AI-2036,marc.bianchi36@example-mail.com,refunded,2026-06-05 21:38:00 +0200,fulfilled,2026-06-05 21:38:00 +0200,no,EUR,14.99,0.00,0.00,14.99,,0.00,,2026-06-05 21:38:00 +0200,1,Ecommerce sin fronteras,14.99,,,false,true,fulfilled,Marc Bianchi,Via Esempio 46,Via Esempio 46,,,Guadalajara,77099,,MX,,,,,,,,,,,,,,,Shopify Payments,seedRef0036AncloraDemo,14.99,Anclora Insights,0.00,,,,13400000000036,,Low,web,0.00,,,,,,,,,,,,,,Ciudad de México,,seedRef0036AncloraDemo,,,seedRef0036AncloraDemo
AI-2037,emily.al-farsi37@example-mail.com,paid,,fulfilled,2026-06-06 00:00:00 +0200,yes,EUR,6.99,0.00,0.28,7.27,,0.00,,2026-06-06 00:00:00 +0200,1,Éxito sin compañía,6.99,,,false,true,fulfilled,Emily Al Farsi,Avenida Demo 99,Avenida Demo 99,,,Uppsala,76574,,SE,,,,,,,,,,,,,,,,,0.00,Anclora Insights,0.00,,,,13400000000037,,Low,web,0.00,ES IVA 4 %,0.28,,,,,,,,,,,,Stockholm,,,,,
AI-2038,elena.smith38@example-mail.com,paid,,fulfilled,2026-06-06 03:42:00 +0200,no,EUR,14.99,0.00,0.60,15.59,,0.00,,2026-06-06 03:42:00 +0200,1,Ecommerce sin fronteras,14.99,,,false,true,fulfilled,Elena Smith,Example Street 170,Example Street 170,,,Uppsala,17334,,SE,,,,,,,,,,,,,,,,,0.00,Anclora Insights,0.00,,,,13400000000038,,Low,web,0.00,ES IVA 4 %,0.60,,,,,,,,,,,,Stockholm,,,,,
AI-2039,thandiwe.papadopoulos39@example-mail.com,paid,,fulfilled,2026-06-06 06:57:00 +0200,yes,EUR,11.49,0.00,0.46,11.95,,0.00,,2026-06-06 06:57:00 +0200,1,Automatiza tu negocio,11.49,,,false,true,fulfilled,Thandiwe Papadopoulos,Rue Fictive 50,Rue Fictive 50,,,Kraków,56108,,PL,,,,,,,,,,,,,,,,,0.00,Anclora Insights,0.00,,,,13400000000039,,Low,web,0.00,ES IVA 4 %,0.46,,,,,,,,,,,,Mazowieckie,,,,,
AI-2040,oliver.dlamini40@example-mail.com,paid,,fulfilled,2026-06-06 09:28:00 +0200,yes,EUR,4.99,0.00,0.00,4.99,,0.00,,2026-06-06 09:28:00 +0200,1,Guía práctica del ebook,4.99,,,false,true,fulfilled,Oliver Dlamini,Calle Ejemplo 78,Calle Ejemplo 78,,,Dallas,38606,TX,US,,,,,,,,,,,,,,,,,0.00,Anclora Insights,0.00,,,,13400000000040,,Low,web,0.00,,,,,,,,,,,,,,Texas,,,,,
AI-2041,noah.de-jong41@example-mail.com,refunded,2026-06-06 12:48:00 +0200,fulfilled,2026-06-06 12:48:00 +0200,yes,EUR,4.99,0.00,0.00,4.99,,0.00,,2026-06-06 12:48:00 +0200,1,Guía práctica del ebook,4.99,,,false,true,fulfilled,Noah de Jong,Avenida Demo 73,Avenida Demo 73,,,Manchester,68561,,GB,,,,,,,,,,,,,,,Shopify Payments,seedRef0041AncloraDemo,4.99,Anclora Insights,0.00,,,,13400000000041,,Low,web,0.00,,,,,,,,,,,,,,England,,seedRef0041AncloraDemo,,,seedRef0041AncloraDemo
AI-2042,jasper.andersson42@example-mail.com,paid,,fulfilled,2026-06-06 15:49:00 +0200,yes,EUR,10.99,0.00,0.00,10.99,,0.00,,2026-06-06 15:49:00 +0200,1,El manual del emprendedor digital,10.99,,,false,true,fulfilled,Jasper Andersson,Rue Fictive 7,Rue Fictive 7,,,Guadalajara,7057,,MX,,,,,,,,,,,,,,,,,0.00,Anclora Insights,0.00,,,,13400000000042,,Low,web,0.00,,,,,,,,,,,,,,Ciudad de México,,,,,
AI-2043,hiroshi.meier43@example-mail.com,paid,,fulfilled,2026-06-06 18:41:00 +0200,yes,EUR,11.49,0.00,0.46,11.95,,0.00,,2026-06-06 18:41:00 +0200,1,Automatiza tu negocio,11.49,,,false,true,fulfilled,Hiroshi Meier,Strasse Beispiel 184,Strasse Beispiel 184,,,Espoo,92272,,FI,,,,,,,,,,,,,,,,,0.00,Anclora Insights,0.00,,,,13400000000043,,Low,web,0.00,ES IVA 4 %,0.46,,,,,,,,,,,,Uusimaa,,,,,
AI-2044,ahmed.lópez44@example-mail.com,paid,,fulfilled,2026-06-06 21:58:00 +0200,yes,EUR,6.99,0.00,0.00,6.99,,0.00,,2026-06-06 21:58:00 +0200,1,Éxito sin compañía,6.99,,,false,true,fulfilled,Ahmed López,Strasse Beispiel 46,Strasse Beispiel 46,,,Zürich,92214,,CH,,,,,,,,,,,,,,,,,0.00,Anclora Insights,0.00,,,,13400000000044,,Low,web,0.00,,,,,,,,,,,,,,Zürich,,,,,
AI-2045,jessica.patel45@example-mail.com,paid,,fulfilled,2026-06-07 00:35:00 +0200,no,EUR,11.49,0.00,0.46,11.95,,0.00,,2026-06-07 00:35:00 +0200,1,Automatiza tu negocio,11.49,,,false,true,fulfilled,Jessica Patel,Example Street 194,Example Street 194,,,Helsinki,59008,,FI,,,,,,,,,,,,,,,,,0.00,Anclora Insights,0.00,,,,13400000000045,,Low,web,0.00,ES IVA 4 %,0.46,,,,,,,,,,,,Uusimaa,,,,,
AI-2046,noah.suzuki46@example-mail.com,paid,,fulfilled,2026-06-07 03:33:00 +0200,no,EUR,14.99,0.00,0.00,14.99,,0.00,,2026-06-07 03:33:00 +0200,1,Ecommerce sin fronteras,14.99,,,false,true,fulfilled,Noah Suzuki,Fictional Ave 67,Fictional Ave 67,,,Zürich,99536,,CH,,,,,,,,,,,,,,,,,0.00,Anclora Insights,0.00,,,,13400000000046,,Low,web,0.00,,,,,,,,,,,,,,Zürich,,,,,
AI-2047,wojciech.costa47@example-mail.com,paid,,fulfilled,2026-06-07 06:34:00 +0200,yes,EUR,4.99,0.00,0.00,4.99,,0.00,,2026-06-07 06:34:00 +0200,1,Guía práctica del ebook,4.99,,,false,true,fulfilled,Wojciech Costa,Avenida Demo 183,Avenida Demo 183,,,Toronto,38450,ON,CA,,,,,,,,,,,,,,,,,0.00,Anclora Insights,0.00,,,,13400000000047,,Low,web,0.00,,,,,,,,,,,,,,Ontario,,,,,
AI-2048,jasper.taylor48@example-mail.com,paid,,fulfilled,2026-06-07 09:26:00 +0200,yes,EUR,14.97,0.00,0.60,15.57,,0.00,,2026-06-07 09:26:00 +0200,3,Guía práctica del ebook,4.99,,,false,true,fulfilled,Jasper Taylor,Rue Fictive 181,Rue Fictive 181,,,München,29043,,DE,,,,,,,,,,,,,,,,,0.00,Anclora Insights,0.00,,,,13400000000048,,Low,web,0.00,ES IVA 4 %,0.60,,,,,,,,,,,,Bayern,,,,,
AI-2049,freja.haugen49@example-mail.com,paid,,fulfilled,2026-06-07 12:19:00 +0200,no,EUR,6.99,0.00,0.28,7.27,,0.00,,2026-06-07 12:19:00 +0200,1,Éxito sin compañía,6.99,,,false,true,fulfilled,Freja Haugen,Calle Ejemplo 196,Calle Ejemplo 196,,,Cascais,76456,,PT,,,,,,,,,,,,,,,,,0.00,Anclora Insights,0.00,,,,13400000000049,,Low,web,0.00,ES IVA 4 %,0.28,,,,,,,,,,,,Lisboa,,,,,
