Name,Email,Financial Status,Paid at,Fulfillment Status,Fulfilled at,Accepts Marketing,Currency,Subtotal,Shipping,Taxes,Total,Discount Code,Discount Amount,Shipping Method,Created at,Lineitem quantity,Lineitem name,Lineitem price,Lineitem compare at price,Lineitem sku,Lineitem requires shipping,Lineitem taxable,Lineitem fulfillment status,Billing Name,Billing Street,Billing Address1,Billing Address2,Billing Company,Billing City,Billing Zip,Billing Province,Billing Country,Billing Phone,Shipping Name,Shipping Street,Shipping Address1,Shipping Address2,Shipping Company,Shipping City,Shipping Zip,Shipping Province,Shipping Country,Shipping Phone,Notes,Note Attributes,Cancelled at,Payment Method,Payment Reference,Refunded Amount,Vendor,Outstanding Balance,Employee,Location,Device ID,Id,Tags,Risk Level,Source,Lineitem discount,Tax 1 Name,Tax 1 Value,Tax 2 Name,Tax 2 Value,Tax 3 Name,Tax 3 Value,Tax 4 Name,Tax 4 Value,Tax 5 Name,Tax 5 Value,Phone,Receipt Number,Duties,Billing Province Name,Shipping Province Name,Payment ID,Payment Terms Name,Next Payment Due At,Payment References
AI-1011,cliente.prueba.1011@example.test,paid,2026-07-04 14:42:00 +0200,fulfilled,2026-07-04 14:42:00 +0200,yes,EUR,6.99,0.00,0.46,6.99,,0.00,Entrega digital,2026-07-04 14:42:00 +0200,1,Éxito sin compañía,6.99,,ESC-EBOOK-ES,false,true,fulfilled,Clara Vidal,Invalidenstraße 54,Invalidenstraße 54,,,Berlin,10115,Berlin,DE,,,,,,,,,,,,,,,Shopify Payments,pay_AI_1011_0007,0.00,Anclora Insights,0.00,,,,13370000000007,prueba,Low,web,0.00,DE IVA ebook 7 %,0.46,,,,,,,,,,,,Berlin,,pay_AI_1011_0007,,,pay_AI_1011_0007
AI-1012,cliente.prueba.1012@example.test,paid,2026-07-04 15:49:00 +0200,fulfilled,2026-07-04 15:49:00 +0200,no,EUR,6.99,0.00,0.27,6.99,,0.00,Entrega digital,2026-07-04 15:49:00 +0200,1,Éxito sin compañía,6.99,,ESC-EBOOK-ES,false,true,fulfilled,Álvaro Torres,Via Brera 61,Via Brera 61,,,Milano,20121,Lombardia,IT,,,,,,,,,,,,,,,Shopify Payments,pay_AI_1012_0008,0.00,Anclora Insights,0.00,,,,13370000000008,prueba,Low,web,0.00,IT IVA ebook 4 %,0.27,,,,,,,,,,,,Lombardia,,pay_AI_1012_0008,,,pay_AI_1012_0008
AI-1013,cliente.prueba.1013@example.test,paid,2026-07-04 16:00:00 +0200,fulfilled,2026-07-04 16:00:00 +0200,no,EUR,13.98,0.00,0.79,13.98,,0.00,Entrega digital,2026-07-04 16:00:00 +0200,2,Éxito sin compañía,6.99,,ESC-EBOOK-ES,false,true,fulfilled,Emma Dubois,Rua da Madalena 68,Rua da Madalena 68,,,Lisboa,1100-200,Lisboa,PT,,,,,,,,,,,,,,,Shopify Payments,pay_AI_1013_0009,0.00,Anclora Insights,0.00,,,,13370000000009,prueba,Low,web,0.00,PT IVA ebook 6 %,0.79,,,,,,,,,,,,Lisboa,,pay_AI_1013_0009,,,pay_AI_1013_0009
AI-1014,cliente.prueba.1014@example.test,paid,2026-07-05 08:07:00 +0200,fulfilled,2026-07-05 08:07:00 +0200,yes,EUR,6.99,0.00,0.58,6.99,,0.00,Entrega digital,2026-07-05 08:07:00 +0200,1,Éxito sin compañía,6.99,,ESC-EBOOK-ES,false,true,fulfilled,Lukas Müller,Prinsengracht 75,Prinsengracht 75,,,Amsterdam,1012 JS,Noord-Holland,NL,,,,,,,,,,,,,,,Shopify Payments,pay_AI_1014_0010,0.00,Anclora Insights,0.00,,,,13370000000010,prueba,Low,web,0.00,NL IVA ebook 9 %,0.58,,,,,,,,,,,,Noord-Holland,,pay_AI_1014_0010,,,pay_AI_1014_0010
AI-1015,cliente.prueba.1015@example.test,paid,2026-07-05 09:14:00 +0200,fulfilled,2026-07-05 09:14:00 +0200,no,EUR,5.59,0.00,0.32,5.59,LECTURA20,1.40,Entrega digital,2026-07-05 09:14:00 +0200,1,Éxito sin compañía,6.99,,ESC-EBOOK-ES,false,true,fulfilled,Giulia Bianchi,Rue du Midi 82,Rue du Midi 82,,,Bruxelles,1000,Bruxelles,BE,,,,,,,,,,,,,,,Shopify Payments,pay_AI_1015_0011,0.00,Anclora Insights,0.00,,,,13370000000011,"prueba, descuento-parcial",Low,web,1.40,BE IVA ebook 6 %,0.32,,,,,,,,,,,,Bruxelles,,pay_AI_1015_0011,,,pay_AI_1015_0011
AI-1016,cliente.prueba.1016@example.test,refunded,2026-07-05 10:21:00 +0200,fulfilled,2026-07-05 10:21:00 +0200,no,EUR,6.99,0.00,0.64,6.99,,0.00,Entrega digital,2026-07-05 10:21:00 +0200,1,Éxito sin compañía,6.99,,ESC-EBOOK-ES,false,true,fulfilled,João Silva,Kärntner Straße 89,Kärntner Straße 89,,,Wien,1010,Wien,AT,,,,,,,,,,,,,,,Shopify Payments,pay_AI_1016_0012,6.99,Anclora Insights,0.00,,,,13370000000012,prueba,Low,web,0.00,AT IVA ebook 10 %,0.64,,,,,,,,,,,,Wien,,pay_AI_1016_0012,,,pay_AI_1016_0012
AI-1017,cliente.prueba.1017@example.test,paid,2026-07-06 11:28:00 +0200,fulfilled,2026-07-06 11:28:00 +0200,yes,EUR,6.99,0.00,0.58,6.99,,0.00,Entrega digital,2026-07-06 11:28:00 +0200,1,Éxito sin compañía,6.99,,ESC-EBOOK-ES,false,true,fulfilled,Anna Kowalska,Dame Street 96,Dame Street 96,,,Dublin,D02,Dublin,IE,,,,,,,,,,,,,,,Shopify Payments,pay_AI_1017_0013,0.00,Anclora Insights,0.00,,,,13370000000013,prueba,Low,web,0.00,IE IVA ebook 9 %,0.58,,,,,,,,,,,,Dublin,,pay_AI_1017_0013,,,pay_AI_1017_0013
AI-1018,cliente.prueba.1018@example.test,paid,2026-07-06 12:35:00 +0200,fulfilled,2026-07-06 12:35:00 +0200,no,EUR,3.49,0.00,0.17,3.49,LECTOR50,3.50,Entrega digital,2026-07-06 12:35:00 +0200,1,Éxito sin compañía,6.99,,ESC-EBOOK-ES,false,true,fulfilled,Nora Jensen,Nowy Świat 103,Nowy Świat 103,,,Warszawa,00-001,Mazowieckie,PL,,,,,,,,,,,,,,,Shopify Payments,pay_AI_1018_0014,0.00,Anclora Insights,0.00,,,,13370000000014,"prueba, descuento-parcial",Low,web,3.50,PL IVA ebook 5 %,0.17,,,,,,,,,,,,Mazowieckie,,pay_AI_1018_0014,,,pay_AI_1018_0014
AI-1019,cliente.prueba.1019@example.test,paid,2026-07-06 13:42:00 +0200,fulfilled,2026-07-06 13:42:00 +0200,no,EUR,6.99,0.00,0.40,6.99,,0.00,Entrega digital,2026-07-06 13:42:00 +0200,1,Éxito sin compañía,6.99,,ESC-EBOOK-ES,false,true,fulfilled,Oliver Smith,Drottninggatan 110,Drottninggatan 110,,,Stockholm,111 29,Stockholm,SE,,,,,,,,,,,,,,,Shopify Payments,pay_AI_1019_0015,0.00,Anclora Insights,0.00,,,,13370000000015,prueba,Low,web,0.00,SE IVA ebook 6 %,0.40,,,,,,,,,,,,Stockholm,,pay_AI_1019_0015,,,pay_AI_1019_0015
AI-1020,cliente.prueba.1020@example.test,paid,2026-07-07 14:49:00 +0200,fulfilled,2026-07-07 14:49:00 +0200,yes,EUR,5.59,0.00,0.00,5.59,LECTURA20,1.40,Entrega digital,2026-07-07 14:49:00 +0200,1,Éxito sin compañía,6.99,,ESC-EBOOK-ES,false,true,fulfilled,Mia Johnson,West 31st Street 117,West 31st Street 117,,,New York,10001,New York,US,,,,,,,,,,,,,,,Shopify Payments,pay_AI_1020_0016,0.00,Anclora Insights,0.00,,,,13370000000016,"prueba, descuento-parcial",Low,web,1.40,,0.00,,,,,,,,,,,,New York,,pay_AI_1020_0016,,,pay_AI_1020_0016
AI-1021,cliente.prueba.1021@example.test,paid,2026-07-07 15:00:00 +0200,fulfilled,2026-07-07 15:00:00 +0200,no,EUR,13.98,0.00,0.00,13.98,,0.00,Entrega digital,2026-07-07 15:00:00 +0200,2,Éxito sin compañía,6.99,,ESC-EBOOK-ES,false,true,fulfilled,Camille Bernard,King Street West 124,King Street West 124,,,Toronto,M5V 2T6,Ontario,CA,,,,,,,,,,,,,,,Shopify Payments,pay_AI_1021_0017,0.00,Anclora Insights,0.00,,,,13370000000017,prueba,Low,web,0.00,,0.00,,,,,,,,,,,,Ontario,,pay_AI_1021_0017,,,pay_AI_1021_0017
AI-1022,cliente.prueba.1022@example.test,refunded,2026-07-07 16:07:00 +0200,fulfilled,2026-07-07 16:07:00 +0200,no,EUR,6.99,0.00,0.00,6.99,,0.00,Entrega digital,2026-07-07 16:07:00 +0200,1,Éxito sin compañía,6.99,,ESC-EBOOK-ES,false,true,fulfilled,Noah Williams,Avenida Juárez 131,Avenida Juárez 131,,,Ciudad de México,06000,CDMX,MX,,,,,,,,,,,,,,,Shopify Payments,pay_AI_1022_0018,6.99,Anclora Insights,0.00,,,,13370000000018,prueba,Low,web,0.00,,0.00,,,,,,,,,,,,CDMX,,pay_AI_1022_0018,,,pay_AI_1022_0018
AI-1023,cliente.prueba.1023@example.test,paid,2026-07-08 08:14:00 +0200,fulfilled,2026-07-08 08:14:00 +0200,yes,EUR,6.99,0.00,0.00,6.99,,0.00,Entrega digital,2026-07-08 08:14:00 +0200,1,Éxito sin compañía,6.99,,ESC-EBOOK-ES,false,true,fulfilled,Laura Rossi,Avenida de Mayo 138,Avenida de Mayo 138,,,Buenos Aires,C1001,Buenos Aires,AR,,,,,,,,,,,,,,,Shopify Payments,pay_AI_1023_0019,0.00,Anclora Insights,0.00,,,,13370000000019,prueba,Low,web,0.00,,0.00,,,,,,,,,,,,Buenos Aires,,pay_AI_1023_0019,,,pay_AI_1023_0019
AI-1024,cliente.prueba.1024@example.test,paid,2026-07-08 09:21:00 +0200,fulfilled,2026-07-08 09:21:00 +0200,no,EUR,20.97,0.00,0.00,20.97,,0.00,Entrega digital,2026-07-08 09:21:00 +0200,3,Éxito sin compañía,6.99,,ESC-EBOOK-ES,false,true,fulfilled,Hugo Pereira,Chiyoda 145,Chiyoda 145,,,Tokyo,100-0001,Tokyo,JP,,,,,,,,,,,,,,,Shopify Payments,pay_AI_1024_0020,0.00,Anclora Insights,0.00,,,,13370000000020,prueba,Low,web,0.00,,0.00,,,,,,,,,,,,Tokyo,,pay_AI_1024_0020,,,pay_AI_1024_0020
AI-1025,cliente.prueba.1025@example.test,paid,2026-07-08 10:28:00 +0200,fulfilled,2026-07-08 10:28:00 +0200,no,EUR,5.59,0.00,0.00,5.59,LECTURA20,1.40,Entrega digital,2026-07-08 10:28:00 +0200,1,Éxito sin compañía,6.99,,ESC-EBOOK-ES,false,true,fulfilled,Lucía Navarro,George Street 152,George Street 152,,,Sydney,2000,New South Wales,AU,,,,,,,,,,,,,,,Shopify Payments,pay_AI_1025_0021,0.00,Anclora Insights,0.00,,,,13370000000021,"prueba, descuento-parcial",Low,web,1.40,,0.00,,,,,,,,,,,,New South Wales,,pay_AI_1025_0021,,,pay_AI_1025_0021
AI-1026,cliente.prueba.1026@example.test,paid,2026-07-09 11:35:00 +0200,fulfilled,2026-07-09 11:35:00 +0200,yes,EUR,6.99,0.00,0.00,6.99,,0.00,Entrega digital,2026-07-09 11:35:00 +0200,1,Éxito sin compañía,6.99,,ESC-EBOOK-ES,false,true,fulfilled,Martín García,Victoria Street 159,Victoria Street 159,,,London,SW1A 1AA,Greater London,GB,,,,,,,,,,,,,,,Shopify Payments,pay_AI_1026_0022,0.00,Anclora Insights,0.00,,,,13370000000022,prueba,Low,web,0.00,,0.00,,,,,,,,,,,,Greater London,,pay_AI_1026_0022,,,pay_AI_1026_0022
AI-1027,cliente.prueba.1027@example.test,refunded,2026-07-09 12:42:00 +0200,fulfilled,2026-07-09 12:42:00 +0200,no,EUR,6.99,0.00,0.00,6.99,,0.00,Entrega digital,2026-07-09 12:42:00 +0200,1,Éxito sin compañía,6.99,,ESC-EBOOK-ES,false,true,fulfilled,Sofía Romero,Bahnhofstrasse 166,Bahnhofstrasse 166,,,Zürich,8001,Zürich,CH,,,,,,,,,,,,,,,Shopify Payments,pay_AI_1027_0023,6.99,Anclora Insights,0.00,,,,13370000000023,prueba,Low,web,0.00,,0.00,,,,,,,,,,,,Zürich,,pay_AI_1027_0023,,,pay_AI_1027_0023
AI-1028,cliente.prueba.1028@example.test,paid,2026-07-09 13:49:00 +0200,fulfilled,2026-07-09 13:49:00 +0200,no,EUR,6.99,0.00,0.00,6.99,,0.00,Entrega digital,2026-07-09 13:49:00 +0200,1,Éxito sin compañía,6.99,,ESC-EBOOK-ES,false,true,fulfilled,Daniel Martín,Karl Johans gate 173,Karl Johans gate 173,,,Oslo,0155,Oslo,NO,,,,,,,,,,,,,,,Shopify Payments,pay_AI_1028_0024,0.00,Anclora Insights,0.00,,,,13370000000024,prueba,Medium,web,0.00,,0.00,,,,,,,,,,,,Oslo,,pay_AI_1028_0024,,,pay_AI_1028_0024
AI-1029,cliente.prueba.1029@example.test,paid,2026-07-10 14:00:00 +0200,fulfilled,2026-07-10 14:00:00 +0200,yes,EUR,13.98,0.00,0.54,13.98,,0.00,Entrega digital,2026-07-10 14:00:00 +0200,2,Éxito sin compañía,6.99,,ESC-EBOOK-ES,false,true,fulfilled,Elena López,Calle Mayor 180,Calle Mayor 180,,,Madrid,28013,Madrid,ES,,,,,,,,,,,,,,,Shopify Payments,pay_AI_1029_0025,0.00,Anclora Insights,0.00,,,,13370000000025,prueba,Low,web,0.00,ES IVA ebook 4 %,0.54,,,,,,,,,,,,Madrid,,pay_AI_1029_0025,,,pay_AI_1029_0025
AI-1030,cliente.prueba.1030@example.test,paid,2026-07-10 15:07:00 +0200,fulfilled,2026-07-10 15:07:00 +0200,no,EUR,5.59,0.00,0.21,5.59,LECTURA20,1.40,Entrega digital,2026-07-10 15:07:00 +0200,1,Éxito sin compañía,6.99,,ESC-EBOOK-ES,false,true,fulfilled,Pablo Sánchez,Carrer de Ferran 187,Carrer de Ferran 187,,,Barcelona,08002,Barcelona,ES,,,,,,,,,,,,,,,Shopify Payments,pay_AI_1030_0026,0.00,Anclora Insights,0.00,,,,13370000000026,"prueba, descuento-parcial",Low,web,1.40,ES IVA ebook 4 %,0.21,,,,,,,,,,,,Barcelona,,pay_AI_1030_0026,,,pay_AI_1030_0026
AI-1031,cliente.prueba.1031@example.test,paid,2026-07-10 16:14:00 +0200,fulfilled,2026-07-10 16:14:00 +0200,no,EUR,3.49,0.00,0.13,3.49,LECTOR50,3.50,Entrega digital,2026-07-10 16:14:00 +0200,1,Éxito sin compañía,6.99,,ESC-EBOOK-ES,false,true,fulfilled,Clara Vidal,Carrer de Colón 14,Carrer de Colón 14,,,Valencia,46002,Valencia,ES,,,,,,,,,,,,,,,Shopify Payments,pay_AI_1031_0027,0.00,Anclora Insights,0.00,,,,13370000000027,"prueba, descuento-parcial",Low,web,3.50,ES IVA ebook 4 %,0.13,,,,,,,,,,,,Valencia,,pay_AI_1031_0027,,,pay_AI_1031_0027
AI-1032,cliente.prueba.1032@example.test,paid,2026-07-11 08:21:00 +0200,fulfilled,2026-07-11 08:21:00 +0200,yes,EUR,6.99,0.00,0.27,6.99,,0.00,Entrega digital,2026-07-11 08:21:00 +0200,1,Éxito sin compañía,6.99,,ESC-EBOOK-ES,false,true,fulfilled,Álvaro Torres,Calle Sierpes 21,Calle Sierpes 21,,,Sevilla,41001,Sevilla,ES,,,,,,,,,,,,,,,Shopify Payments,pay_AI_1032_0028,0.00,Anclora Insights,0.00,,,,13370000000028,prueba,Low,web,0.00,ES IVA ebook 4 %,0.27,,,,,,,,,,,,Sevilla,,pay_AI_1032_0028,,,pay_AI_1032_0028
AI-1033,cliente.prueba.1033@example.test,paid,2026-07-11 09:28:00 +0200,fulfilled,2026-07-11 09:28:00 +0200,no,EUR,6.99,0.00,0.27,6.99,,0.00,Entrega digital,2026-07-11 09:28:00 +0200,1,Éxito sin compañía,6.99,,ESC-EBOOK-ES,false,true,fulfilled,Emma Dubois,Gran Vía 28,Gran Vía 28,,,Bilbao,48001,Bizkaia,ES,,,,,,,,,,,,,,,Shopify Payments,pay_AI_1033_0029,0.00,Anclora Insights,0.00,,,,13370000000029,prueba,Low,web,0.00,ES IVA ebook 4 %,0.27,,,,,,,,,,,,Bizkaia,,pay_AI_1033_0029,,,pay_AI_1033_0029
AI-1034,cliente.prueba.1034@example.test,paid,2026-07-11 10:35:00 +0200,fulfilled,2026-07-11 10:35:00 +0200,no,EUR,6.29,0.00,0.33,6.29,BIENVENIDA10,0.70,Entrega digital,2026-07-11 10:35:00 +0200,1,Éxito sin compañía,6.99,,ESC-EBOOK-ES,false,true,fulfilled,Lukas Müller,Rue Oberkampf 35,Rue Oberkampf 35,,,Paris,75011,Île-de-France,FR,,,,,,,,,,,,,,,Shopify Payments,pay_AI_1034_0030,0.00,Anclora Insights,0.00,,,,13370000000030,"prueba, descuento-parcial",Low,web,0.70,FR IVA ebook 5.5 %,0.33,,,,,,,,,,,,Île-de-France,,pay_AI_1034_0030,,,pay_AI_1034_0030
AI-1035,cliente.prueba.1035@example.test,paid,2026-07-12 11:42:00 +0200,fulfilled,2026-07-12 11:42:00 +0200,yes,EUR,5.59,0.00,0.37,5.59,LECTURA20,1.40,Entrega digital,2026-07-12 11:42:00 +0200,1,Éxito sin compañía,6.99,,ESC-EBOOK-ES,false,true,fulfilled,Giulia Bianchi,Invalidenstraße 42,Invalidenstraße 42,,,Berlin,10115,Berlin,DE,,,,,,,,,,,,,,,Shopify Payments,pay_AI_1035_0031,0.00,Anclora Insights,0.00,,,,13370000000031,"prueba, descuento-parcial",Low,web,1.40,DE IVA ebook 7 %,0.37,,,,,,,,,,,,Berlin,,pay_AI_1035_0031,,,pay_AI_1035_0031
AI-1036,cliente.prueba.1036@example.test,paid,2026-07-12 12:49:00 +0200,fulfilled,2026-07-12 12:49:00 +0200,no,EUR,6.99,0.00,0.27,6.99,,0.00,Entrega digital,2026-07-12 12:49:00 +0200,1,Éxito sin compañía,6.99,,ESC-EBOOK-ES,false,true,fulfilled,João Silva,Via Brera 49,Via Brera 49,,,Milano,20121,Lombardia,IT,,,,,,,,,,,,,,,Shopify Payments,pay_AI_1036_0032,0.00,Anclora Insights,0.00,,,,13370000000032,prueba,Low,web,0.00,IT IVA ebook 4 %,0.27,,,,,,,,,,,,Lombardia,,pay_AI_1036_0032,,,pay_AI_1036_0032
AI-1037,cliente.prueba.1037@example.test,paid,2026-07-12 13:00:00 +0200,fulfilled,2026-07-12 13:00:00 +0200,no,EUR,13.98,0.00,0.79,13.98,,0.00,Entrega digital,2026-07-12 13:00:00 +0200,2,Éxito sin compañía,6.99,,ESC-EBOOK-ES,false,true,fulfilled,Anna Kowalska,Rua da Madalena 56,Rua da Madalena 56,,,Lisboa,1100-200,Lisboa,PT,,,,,,,,,,,,,,,Shopify Payments,pay_AI_1037_0033,0.00,Anclora Insights,0.00,,,,13370000000033,prueba,Low,web,0.00,PT IVA ebook 6 %,0.79,,,,,,,,,,,,Lisboa,,pay_AI_1037_0033,,,pay_AI_1037_0033
AI-1038,cliente.prueba.1038@example.test,refunded,2026-07-13 14:07:00 +0200,fulfilled,2026-07-13 14:07:00 +0200,yes,EUR,6.99,0.00,0.58,6.99,,0.00,Entrega digital,2026-07-13 14:07:00 +0200,1,Éxito sin compañía,6.99,,ESC-EBOOK-ES,false,true,fulfilled,Nora Jensen,Prinsengracht 63,Prinsengracht 63,,,Amsterdam,1012 JS,Noord-Holland,NL,,,,,,,,,,,,,,,Shopify Payments,pay_AI_1038_0034,6.99,Anclora Insights,0.00,,,,13370000000034,prueba,Low,web,0.00,NL IVA ebook 9 %,0.58,,,,,,,,,,,,Noord-Holland,,pay_AI_1038_0034,,,pay_AI_1038_0034
